emp_no,first_name,last_name,title,from_date,to_date,birth_date
97623,Haldon,Janetzko,Staff,1990-09-11,9999-01-01,1965-01-25
98288,Sumali,Huttel,Senior Staff,1997-09-12,9999-01-01,1965-01-12
98288,Sumali,Huttel,Staff,1989-09-12,9999-01-01,1965-01-12
98306,Ziya,Kadhim,Senior Engineer,1995-11-02,9999-01-01,1965-01-16
99590,Dhritiman,Anily,Staff,1998-12-16,9999-01-01,1965-01-24
99057,Shugo,Reeken,Staff,1999-06-21,9999-01-01,1965-01-30
99373,Xiaobin,Christianini,Senior Staff,1991-12-25,9999-01-01,1965-01-13
99373,Xiaobin,Christianini,Staff,1985-12-25,9999-01-01,1965-01-13
99377,Carrsten,Francisci,Senior Engineer,1991-06-16,9999-01-01,1965-01-18
100865,Hisao,Peral,Engineer,1990-10-03,9999-01-01,1965-01-19
99654,Mahendra,Motley,Senior Staff,1992-09-28,9999-01-01,1965-01-30
99654,Mahendra,Motley,Staff,1985-09-28,9999-01-01,1965-01-30
100865,Hisao,Peral,Senior Engineer,1998-10-03,9999-01-01,1965-01-19
101647,Mori,Homond,Senior Staff,2000-05-09,9999-01-01,1965-01-22
100916,Heejo,Aamodt,Engineer,1992-04-22,9999-01-01,1965-01-18
100916,Heejo,Aamodt,Senior Engineer,2001-04-22,9999-01-01,1965-01-18
101487,Abdelaziz,Sury,Senior Staff,1999-01-31,9999-01-01,1965-01-14
101487,Abdelaziz,Sury,Staff,1991-01-31,9999-01-01,1965-01-14
101647,Mori,Homond,Staff,1994-05-10,9999-01-01,1965-01-22
102620,Adin,Templeman,Engineer,1997-12-10,9999-01-01,1965-01-03
101902,Mantis,Millington,Senior Staff,1997-03-17,9999-01-01,1965-01-14
101902,Mantis,Millington,Staff,1991-03-18,9999-01-01,1965-01-14
103196,Djenana,Albarhamtoshy,Senior Staff,1993-07-16,9999-01-01,1965-01-16
103196,Djenana,Albarhamtoshy,Staff,1988-07-16,9999-01-01,1965-01-16
103310,Visit,Swen,Senior Staff,2000-10-01,9999-01-01,1965-01-07
103342,Beshir,Hellwagner,Engineer,1998-02-03,9999-01-01,1965-01-03
103310,Visit,Swen,Staff,1995-10-02,9999-01-01,1965-01-07
103316,Susanne,Peternell,Engineer,1994-07-27,9999-01-01,1965-01-03
103316,Susanne,Peternell,Senior Engineer,1999-07-27,9999-01-01,1965-01-03
103756,Heping,Halloran,Assistant Engineer,1992-04-08,9999-01-01,1965-01-31
103756,Heping,Halloran,Engineer,2001-04-08,9999-01-01,1965-01-31
104988,Parviz,Litzler,Engineer,1992-08-08,9999-01-01,1965-01-07
104133,Pranjal,Zyda,Senior Staff,1998-07-03,9999-01-01,1965-01-31
104133,Pranjal,Zyda,Staff,1991-07-03,9999-01-01,1965-01-31
104845,Werner,Lodder,Senior Staff,1998-06-17,9999-01-01,1965-01-29
104845,Werner,Lodder,Staff,1992-06-17,9999-01-01,1965-01-29
104988,Parviz,Litzler,Senior Engineer,1999-08-09,9999-01-01,1965-01-07
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,9999-01-01,1965-01-01
105342,Kwun,Reeker,Technique Leader,1999-07-29,9999-01-01,1965-01-01
105356,Diederik,Matzov,Engineer,1988-05-12,9999-01-01,1965-01-29
105356,Diederik,Matzov,Senior Engineer,1996-05-12,9999-01-01,1965-01-29
105731,Sachem,Cromarty,Assistant Engineer,1990-08-20,9999-01-01,1965-01-15
105432,Mohamadou,Stafford,Engineer,1995-09-12,9999-01-01,1965-01-08
105432,Mohamadou,Stafford,Senior Engineer,2000-09-11,9999-01-01,1965-01-08
105731,Sachem,Cromarty,Engineer,1996-08-19,9999-01-01,1965-01-15
106096,Naftali,Schurmann,Engineer,1992-12-02,9999-01-01,1965-01-14
106096,Naftali,Schurmann,Senior Engineer,1999-12-03,9999-01-01,1965-01-14
106695,Lijie,Garrabrants,Senior Staff,1990-10-02,9999-01-01,1965-01-31
106242,Nevio,Thisen,Senior Staff,1994-03-25,9999-01-01,1965-02-01
106242,Nevio,Thisen,Staff,1988-03-25,9999-01-01,1965-02-01
106695,Lijie,Garrabrants,Staff,1985-10-02,9999-01-01,1965-01-31
106710,Babette,Anandan,Senior Staff,1993-11-22,9999-01-01,1965-01-31
106710,Babette,Anandan,Staff,1986-11-22,9999-01-01,1965-01-31
107486,Siamak,Luiz,Senior Engineer,1987-02-11,9999-01-01,1965-01-23
107737,Fabrizio,Chleq,Senior Engineer,1999-07-31,9999-01-01,1965-01-23
107792,Shahab,Crooks,Senior Staff,2001-03-18,9999-01-01,1965-01-13
107792,Shahab,Crooks,Staff,1992-03-18,9999-01-01,1965-01-13
107828,Ramya,Walston,Senior Staff,1995-02-03,9999-01-01,1965-01-26
107828,Ramya,Walston,Staff,1989-02-03,9999-01-01,1965-01-26
108198,Randi,Samarati,Senior Staff,1999-10-21,9999-01-01,1965-01-24
108091,Hisao,Ghemri,Senior Staff,1990-11-14,9999-01-01,1965-01-09
108091,Hisao,Ghemri,Staff,1985-11-14,9999-01-01,1965-01-09
108198,Randi,Samarati,Staff,1992-10-20,9999-01-01,1965-01-24
108988,Oksana,Baek,Senior Staff,1997-07-20,9999-01-01,1965-01-19
108316,Shai,Stellhorn,Senior Engineer,1992-05-21,9999-01-01,1965-01-02
108988,Oksana,Baek,Staff,1989-07-20,9999-01-01,1965-01-19
109211,Gor,Delgrande,Engineer,1995-11-07,9999-01-01,1965-01-11
109062,Jamaludin,Kandlur,Senior Engineer,1992-06-19,9999-01-01,1965-02-01
109211,Gor,Delgrande,Senior Engineer,2001-11-06,9999-01-01,1965-01-11
109252,Moty,Winter,Technique Leader,1991-04-28,9999-01-01,1965-01-15
109278,Bangqing,Schach,Senior Staff,1996-03-22,9999-01-01,1965-01-21
109278,Bangqing,Schach,Staff,1988-03-22,9999-01-01,1965-01-21
109598,Stamatina,Auyong,Senior Staff,1988-07-05,9999-01-01,1965-02-01
109620,Mani,Cannata,Senior Staff,1995-06-21,9999-01-01,1965-01-02
109620,Mani,Cannata,Staff,1989-06-21,9999-01-01,1965-01-02
109703,Arco,Walston,Engineer,1999-08-16,9999-01-01,1965-01-17
109552,Menkae,Etalle,Assistant Engineer,1997-05-21,9999-01-01,1965-01-31
109552,Menkae,Etalle,Engineer,2002-05-21,9999-01-01,1965-01-31
109953,Godehard,Chorvat,Senior Staff,1996-04-10,9999-01-01,1965-01-26
109741,Hatem,Fadgyas,Senior Engineer,1991-11-13,9999-01-01,1965-01-11
109953,Godehard,Chorvat,Staff,1988-04-10,9999-01-01,1965-01-26
200267,Chuanti,Luff,Senior Staff,2000-09-20,9999-01-01,1965-01-08
200267,Chuanti,Luff,Staff,1994-09-21,9999-01-01,1965-01-08
201229,Alejandra,Khasidashvili,Staff,1994-07-30,9999-01-01,1965-01-03
200312,Akemi,Fujisaki,Senior Engineer,1998-06-25,9999-01-01,1965-01-27
200363,Kirk,Quaggetto,Engineer,1987-06-30,9999-01-01,1965-01-10
200363,Kirk,Quaggetto,Senior Engineer,1995-06-30,9999-01-01,1965-01-10
200735,Dinah,Denos,Senior Staff,2001-09-21,9999-01-01,1965-01-09
200735,Dinah,Denos,Staff,1992-09-21,9999-01-01,1965-01-09
200789,Susumu,Camurati,Senior Staff,1997-12-14,9999-01-01,1965-01-14
200789,Susumu,Camurati,Staff,1991-12-15,9999-01-01,1965-01-14
201708,Anneli,Perl,Senior Staff,2000-09-08,9999-01-01,1965-01-15
201708,Anneli,Perl,Staff,1992-09-08,9999-01-01,1965-01-15
201709,Fan,Kakkad,Senior Staff,1993-02-24,9999-01-01,1965-01-01
201709,Fan,Kakkad,Staff,1988-02-25,9999-01-01,1965-01-01
201739,Genta,Terekhov,Assistant Engineer,1998-07-21,9999-01-01,1965-01-16
201801,Waiman,Genin,Engineer,1988-10-30,9999-01-01,1965-01-12
201915,Sudharsan,DeMori,Engineer,1992-03-30,9999-01-01,1965-01-02
201915,Sudharsan,DeMori,Senior Engineer,1997-03-30,9999-01-01,1965-01-02
201801,Waiman,Genin,Senior Engineer,1995-10-30,9999-01-01,1965-01-12
202403,Gully,Perko,Engineer,1999-07-07,9999-01-01,1965-01-09
202414,Zvonko,Murthy,Senior Staff,1992-01-07,9999-01-01,1965-01-13
202291,Ortrun,Schmiedel,Engineer,1997-07-18,9999-01-01,1965-01-16
202826,Kerhong,Matzke,Engineer,1986-11-14,9999-01-01,1965-01-19
202552,Morris,Saoudi,Engineer,1991-11-22,9999-01-01,1965-01-05
202552,Morris,Saoudi,Senior Engineer,1998-11-22,9999-01-01,1965-01-05
202826,Kerhong,Matzke,Senior Engineer,1993-11-14,9999-01-01,1965-01-19
202882,Isaac,Koshino,Senior Engineer,1995-09-28,9999-01-01,1965-01-25
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,9999-01-01,1965-01-17
203599,Ewing,DiGiano,Technique Leader,2000-02-01,9999-01-01,1965-01-21
203720,Sasan,Thimonier,Senior Staff,1996-08-21,9999-01-01,1965-01-30
203474,Hugh,Jonsson,Senior Staff,1997-07-05,9999-01-01,1965-01-03
203474,Hugh,Jonsson,Staff,1991-07-06,9999-01-01,1965-01-03
203495,Zongyan,Gips,Technique Leader,1997-05-31,9999-01-01,1965-01-02
204425,Gretta,Huttel,Senior Engineer,1990-10-08,9999-01-01,1965-01-03
203946,Yefim,Marwedel,Senior Staff,1999-03-30,9999-01-01,1965-01-23
203946,Yefim,Marwedel,Staff,1993-03-30,9999-01-01,1965-01-23
204117,Jessie,Nooteboom,Staff,1999-08-13,9999-01-01,1965-01-10
204133,Susuma,Bergere,Senior Staff,1996-02-25,9999-01-01,1965-01-22
204246,Arve,Worfolk,Senior Staff,1990-04-01,9999-01-01,1965-01-09
204246,Arve,Worfolk,Staff,1985-04-01,9999-01-01,1965-01-09
204470,Hein,Lichtner,Senior Staff,2001-04-02,9999-01-01,1965-01-22
204470,Hein,Lichtner,Staff,1995-04-03,9999-01-01,1965-01-22
204471,Franziska,Maginnis,Engineer,1986-02-17,9999-01-01,1965-01-27
204471,Franziska,Maginnis,Senior Engineer,1992-02-17,9999-01-01,1965-01-27
205174,Leszek,Spinelli,Staff,1998-12-10,9999-01-01,1965-01-05
204764,Susanne,Mandelberg,Engineer,1990-11-02,9999-01-01,1965-01-22
204764,Susanne,Mandelberg,Senior Engineer,1996-11-01,9999-01-01,1965-01-22
205018,Yahiko,Awdeh,Engineer,1998-08-05,9999-01-01,1965-01-26
205627,Stabislas,Broder,Engineer,1996-07-16,9999-01-01,1965-01-21
205085,Moni,Kornyak,Technique Leader,1991-09-26,9999-01-01,1965-01-23
205500,Mary,Setiz,Senior Engineer,1989-01-13,9999-01-01,1965-01-04
205627,Stabislas,Broder,Senior Engineer,2001-07-16,9999-01-01,1965-01-21
205660,Kien,Barreiro,Staff,1997-08-25,9999-01-01,1965-01-27
205863,Aiichiro,Kusalik,Engineer,1990-10-04,9999-01-01,1965-01-06
205699,Youjian,Yetto,Senior Staff,2000-12-06,9999-01-01,1965-01-31
205699,Youjian,Yetto,Staff,1994-12-07,9999-01-01,1965-01-31
205863,Aiichiro,Kusalik,Senior Engineer,1996-10-03,9999-01-01,1965-01-06
206836,Guadalupe,Pfau,Senior Staff,2001-03-22,9999-01-01,1965-01-12
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,9999-01-01,1965-01-31
206748,Yucai,Fabrizio,Staff,1999-10-06,9999-01-01,1965-01-07
206836,Guadalupe,Pfau,Staff,1993-03-22,9999-01-01,1965-01-12
207204,Kellie,Schrooten,Assistant Engineer,1991-01-17,9999-01-01,1965-01-25
206966,Tzu,Sichman,Engineer,1987-11-17,9999-01-01,1965-01-21
206966,Tzu,Sichman,Senior Engineer,1992-11-16,9999-01-01,1965-01-21
207021,Jacqueline,Akaboshi,Engineer,1997-12-06,9999-01-01,1965-01-20
207068,Zhiguo,Ariola,Senior Staff,1994-09-07,9999-01-01,1965-01-13
207204,Kellie,Schrooten,Engineer,1999-01-17,9999-01-01,1965-01-25
207401,Shuji,Barbanera,Senior Staff,1993-08-09,9999-01-01,1965-01-04
207401,Shuji,Barbanera,Staff,1987-08-10,9999-01-01,1965-01-04
207779,Chinya,Kamble,Senior Staff,1992-05-31,9999-01-01,1965-01-16
207551,Baziley,Falck,Assistant Engineer,1995-02-18,9999-01-01,1965-01-15
207980,Remko,Vieth,Senior Staff,1999-11-22,9999-01-01,1965-01-07
207980,Remko,Vieth,Staff,1990-11-22,9999-01-01,1965-01-07
208330,Shen,Flanders,Senior Staff,1997-07-03,9999-01-01,1965-01-11
208147,Manu,Rothenberg,Engineer,1988-12-06,9999-01-01,1965-01-09
208147,Manu,Rothenberg,Senior Engineer,1995-12-07,9999-01-01,1965-01-09
208330,Shen,Flanders,Staff,1989-07-03,9999-01-01,1965-01-11
208639,Larisa,Lukaszewicz,Senior Staff,1994-10-10,9999-01-01,1965-01-27
208639,Larisa,Lukaszewicz,Staff,1989-10-10,9999-01-01,1965-01-27
209565,Dante,Covnot,Senior Staff,1998-05-28,9999-01-01,1965-01-09
208653,Phillip,Schade,Engineer,1989-03-03,9999-01-01,1965-01-23
208653,Phillip,Schade,Senior Engineer,1998-03-03,9999-01-01,1965-01-23
208784,Pranjal,Juneja,Senior Engineer,1985-03-21,9999-01-01,1965-01-30
209101,Xinyu,Edelhoff,Senior Engineer,1997-10-26,9999-01-01,1965-01-05
209565,Dante,Covnot,Staff,1989-05-28,9999-01-01,1965-01-09
209443,Krassimir,Garnier,Senior Staff,1998-01-26,9999-01-01,1965-01-19
210017,Shalesh,Lovengreen,Senior Staff,1996-09-28,9999-01-01,1965-01-28
209712,Nimmagadda,Baak,Assistant Engineer,1987-10-30,9999-01-01,1965-01-17
209712,Nimmagadda,Baak,Engineer,1995-10-30,9999-01-01,1965-01-17
210017,Shalesh,Lovengreen,Staff,1990-09-29,9999-01-01,1965-01-28
210292,Lihong,Zeilberger,Staff,1996-04-28,9999-01-01,1965-01-18
210786,Werner,Ranze,Staff,1998-06-05,9999-01-01,1965-01-31
210449,Gino,Lagarias,Engineer,1997-06-22,9999-01-01,1965-01-19
210752,Saniya,Stenning,Senior Staff,1991-12-10,9999-01-01,1965-01-25
210752,Saniya,Stenning,Staff,1986-12-10,9999-01-01,1965-01-25
211967,Anwar,Bain,Engineer,1989-01-22,9999-01-01,1965-01-07
211858,Domenico,Ratnaker,Engineer,1985-03-24,9999-01-01,1965-01-08
211858,Domenico,Ratnaker,Senior Engineer,1993-03-24,9999-01-01,1965-01-08
211967,Anwar,Bain,Senior Engineer,1998-01-22,9999-01-01,1965-01-07
212361,Claudi,Stanfel,Engineer,1996-01-07,9999-01-01,1965-01-16
211879,Gao,Ranze,Engineer,1994-11-24,9999-01-01,1965-01-12
211879,Gao,Ranze,Senior Engineer,1999-11-24,9999-01-01,1965-01-12
212093,Leni,Henders,Senior Staff,1999-11-19,9999-01-01,1965-01-11
212093,Leni,Henders,Staff,1993-11-19,9999-01-01,1965-01-11
212154,Sailaja,Holburn,Senior Staff,1997-03-03,9999-01-01,1965-01-17
212154,Sailaja,Holburn,Staff,1991-03-04,9999-01-01,1965-01-17
212361,Claudi,Stanfel,Senior Engineer,2001-01-06,9999-01-01,1965-01-16
213016,Yongmao,Fontan,Engineer,1993-07-26,9999-01-01,1965-01-22
213016,Yongmao,Fontan,Senior Engineer,1998-07-26,9999-01-01,1965-01-22
214215,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,9999-01-01,1965-01-25
213140,Tru,Danecki,Staff,1997-03-31,9999-01-01,1965-01-10
213384,Pranas,Narwekar,Engineer,1985-09-26,9999-01-01,1965-01-04
213384,Pranas,Narwekar,Senior Engineer,1993-09-26,9999-01-01,1965-01-04
213447,Armond,Perly,Engineer,1989-09-14,9999-01-01,1965-02-01
213447,Armond,Perly,Senior Engineer,1996-09-14,9999-01-01,1965-02-01
214539,Ingmar,Kohling,Engineer,1995-04-25,9999-01-01,1965-01-27
214391,Rayond,Klassen,Senior Staff,1999-09-11,9999-01-01,1965-01-15
214391,Rayond,Klassen,Staff,1993-09-11,9999-01-01,1965-01-15
214427,Peer,Molberg,Engineer,1996-11-17,9999-01-01,1965-01-29
214789,Arfst,Chepyzhov,Engineer,1989-02-06,9999-01-01,1965-01-28
214634,Shirish,Vickson,Engineer,1989-10-24,9999-01-01,1965-01-12
214634,Shirish,Vickson,Senior Engineer,1997-10-24,9999-01-01,1965-01-12
214789,Arfst,Chepyzhov,Senior Engineer,1997-02-06,9999-01-01,1965-01-28
214866,Gopalakrishnan,Angel,Engineer,1997-07-05,9999-01-01,1965-02-01
214866,Gopalakrishnan,Angel,Senior Engineer,2002-07-05,9999-01-01,1965-02-01
215419,Flemming,Kroha,Staff,1995-01-23,9999-01-01,1965-01-16
214995,Dinkar,Hoppenstand,Engineer,1994-05-04,9999-01-01,1965-01-12
215843,Pramod,Loncour,Senior Staff,1993-03-30,9999-01-01,1965-01-30
215629,Munehiro,Manders,Senior Staff,1995-05-18,9999-01-01,1965-01-15
215629,Munehiro,Manders,Staff,1987-05-18,9999-01-01,1965-01-15
215843,Pramod,Loncour,Staff,1987-03-31,9999-01-01,1965-01-30
216502,Xiaocheng,Suermann,Engineer,1997-12-15,9999-01-01,1965-01-26
215746,Sven,Speer,Staff,1999-07-08,9999-01-01,1965-01-08
216054,Sahrah,Angiulli,Senior Staff,1991-07-31,9999-01-01,1965-01-24
216054,Sahrah,Angiulli,Staff,1986-07-31,9999-01-01,1965-01-24
216342,Aiichiro,Cromarty,Engineer,1995-06-10,9999-01-01,1965-01-22
216342,Aiichiro,Cromarty,Senior Engineer,2000-06-09,9999-01-01,1965-01-22
216573,Ashish,Vidya,Engineer,1989-06-16,9999-01-01,1965-01-29
216375,Byong,Gustavson,Senior Engineer,1985-03-12,9999-01-01,1965-01-16
216573,Ashish,Vidya,Senior Engineer,1995-06-16,9999-01-01,1965-01-29
216921,Lena,Lenart,Senior Staff,1995-12-25,9999-01-01,1965-01-22
216921,Lena,Lenart,Staff,1990-12-25,9999-01-01,1965-01-22
217026,Otmar,Engberts,Senior Staff,1998-08-16,9999-01-01,1965-01-11
217080,Masami,Puoti,Senior Engineer,2000-01-21,9999-01-01,1965-01-12
217026,Otmar,Engberts,Staff,1993-08-16,9999-01-01,1965-01-11
217320,Abdelwaheb,Denis,Engineer,1993-09-10,9999-01-01,1965-01-10
217363,Horward,Marzano,Staff,1996-04-11,9999-01-01,1965-01-14
217387,Jianhao,Molenaar,Engineer,1987-10-22,9999-01-01,1965-01-21
217272,Yuchang,Eldridge,Senior Staff,1991-08-01,9999-01-01,1965-01-21
217272,Yuchang,Eldridge,Staff,1986-08-01,9999-01-01,1965-01-21
217387,Jianhao,Molenaar,Senior Engineer,1994-10-22,9999-01-01,1965-01-21
217800,Shay,Servieres,Senior Staff,1998-08-06,9999-01-01,1965-02-01
217286,Yannik,Spelt,Technique Leader,1992-09-22,9999-01-01,1965-01-05
217551,Panayotis,Lukaszewicz,Engineer,1989-06-06,9999-01-01,1965-01-02
217551,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,9999-01-01,1965-01-02
218100,Jiong,Garnham,Senior Staff,1999-01-02,9999-01-01,1965-01-24
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,9999-01-01,1965-01-26
218100,Jiong,Garnham,Staff,1990-01-02,9999-01-01,1965-01-24
218831,Unal,DuBourdieux,Engineer,1996-03-13,9999-01-01,1965-01-16
219035,Kristine,Bierman,Technique Leader,1988-05-13,9999-01-01,1965-01-18
219047,Aemilian,Kusalik,Engineer,1987-05-27,9999-01-01,1965-01-30
219047,Aemilian,Kusalik,Senior Engineer,1995-05-27,9999-01-01,1965-01-30
219052,Marsal,Acton,Staff,1995-08-02,9999-01-01,1965-01-06
219417,Subhrajyoti,Denna,Staff,1996-07-25,9999-01-01,1965-01-29
219967,Susanna,Reeken,Senior Staff,1998-03-16,9999-01-01,1965-01-16
219497,Moie,Zastre,Technique Leader,1991-10-11,9999-01-01,1965-01-22
220418,Poorav,Laventhal,Staff,1997-08-16,9999-01-01,1965-01-23
220029,Demos,Asser,Senior Engineer,1985-11-04,9999-01-01,1965-01-17
220131,Reinhard,Slaats,Engineer,1994-06-08,9999-01-01,1965-01-09
220131,Reinhard,Slaats,Senior Engineer,1999-06-08,9999-01-01,1965-01-09
220611,Yuping,Babb,Senior Staff,2002-01-31,9999-01-01,1965-01-23
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,9999-01-01,1965-01-06
220611,Yuping,Babb,Staff,1995-01-31,9999-01-01,1965-01-23
220625,Shigenori,Deville,Technique Leader,1992-12-24,9999-01-01,1965-01-25
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,9999-01-01,1965-01-08
220582,Poornachandra,Zielinski,Staff,1996-02-13,9999-01-01,1965-01-08
220699,Nahid,Gyimothy,Staff,1995-08-18,9999-01-01,1965-01-07
221973,Sangeeta,Kalefeld,Senior Staff,1996-06-05,9999-01-01,1965-01-17
220799,Perla,Orlowska,Senior Engineer,1990-12-03,9999-01-01,1965-01-17
221126,Tesuya,dAstous,Engineer,1988-11-29,9999-01-01,1965-01-23
221126,Tesuya,dAstous,Senior Engineer,1995-11-30,9999-01-01,1965-01-23
221367,Saddek,Farris,Senior Staff,1990-11-06,9999-01-01,1965-01-13
221369,Abdulah,Pocchiola,Engineer,1996-08-28,9999-01-01,1965-01-28
221435,Djenana,Marrevee,Engineer,1994-02-06,9999-01-01,1965-01-06
221435,Djenana,Marrevee,Senior Engineer,2000-02-06,9999-01-01,1965-01-06
221973,Sangeeta,Kalefeld,Staff,1990-06-06,9999-01-01,1965-01-17
222206,Stein,Uludag,Senior Staff,1995-01-30,9999-01-01,1965-01-21
222206,Stein,Uludag,Staff,1988-01-30,9999-01-01,1965-01-21
222616,Badri,Schapire,Assistant Engineer,1998-01-19,9999-01-01,1965-02-01
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,9999-01-01,1965-01-20
222319,Matt,Chvatal,Senior Engineer,1994-11-09,9999-01-01,1965-01-20
222354,Valdiodio,Schlumberger,Assistant Engineer,1993-08-07,9999-01-01,1965-01-15
222354,Valdiodio,Schlumberger,Engineer,2001-08-07,9999-01-01,1965-01-15
222878,Annemarie,Zallocco,Engineer,1990-05-28,9999-01-01,1965-01-10
222770,Kazuhiko,Kushner,Senior Engineer,1995-08-01,9999-01-01,1965-01-22
222878,Annemarie,Zallocco,Senior Engineer,1996-05-27,9999-01-01,1965-01-10
222926,Limsoon,Erol,Senior Engineer,1997-12-31,9999-01-01,1965-01-10
222952,Gopalakrishnan,Suermann,Engineer,1991-04-30,9999-01-01,1965-01-28
222952,Gopalakrishnan,Suermann,Senior Engineer,1998-04-30,9999-01-01,1965-01-28
222998,Leaf,Awdeh,Senior Staff,1991-02-20,9999-01-01,1965-01-07
222998,Leaf,Awdeh,Staff,1985-02-20,9999-01-01,1965-01-07
223593,Hidefumi,Moehrke,Staff,1998-03-04,9999-01-01,1965-01-20
223595,Chiranjit,Dredge,Technique Leader,1999-09-05,9999-01-01,1965-02-01
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,9999-01-01,1965-01-14
224135,Annemarie,Bressoud,Engineer,1998-06-23,9999-01-01,1965-01-02
224335,Perry,Chachaty,Engineer,1985-07-22,9999-01-01,1965-01-29
224335,Perry,Chachaty,Senior Engineer,1992-07-22,9999-01-01,1965-01-29
224390,True,Shobatake,Senior Staff,1996-05-17,9999-01-01,1965-01-24
224934,George,Miake,Senior Staff,1996-01-02,9999-01-01,1965-01-05
224934,George,Miake,Staff,1988-01-02,9999-01-01,1965-01-05
225438,Remmert,Quaggetto,Staff,1992-04-28,9999-01-01,1965-01-14
225788,Ipke,Kieras,Engineer,1995-12-18,9999-01-01,1965-01-08
225601,Masasuke,Genin,Assistant Engineer,1994-06-25,9999-01-01,1965-01-13
225601,Masasuke,Genin,Engineer,1999-06-25,9999-01-01,1965-01-13
227354,Gio,Murtha,Engineer,1986-11-11,9999-01-01,1965-01-12
225867,Ramalingam,Remmele,Senior Engineer,1999-09-03,9999-01-01,1965-01-26
225964,Mooi,Cooman,Engineer,1989-06-07,9999-01-01,1965-01-19
225964,Mooi,Cooman,Senior Engineer,1998-06-07,9999-01-01,1965-01-19
226216,Giordano,Gini,Technique Leader,1993-08-14,9999-01-01,1965-01-28
226227,Herbert,Erva,Engineer,1986-09-06,9999-01-01,1965-01-07
226227,Herbert,Erva,Senior Engineer,1995-09-06,9999-01-01,1965-01-07
227354,Gio,Murtha,Senior Engineer,1994-11-11,9999-01-01,1965-01-12
227681,Mikhail,Rousseau,Staff,1998-11-30,9999-01-01,1965-01-30
227476,Macha,Schnabel,Engineer,1988-05-11,9999-01-01,1965-01-11
227476,Macha,Schnabel,Senior Engineer,1996-05-11,9999-01-01,1965-01-11
227899,Garnik,Luce,Staff,1998-09-15,9999-01-01,1965-01-23
227901,Francesca,Azuma,Senior Staff,2001-06-08,9999-01-01,1965-01-26
227901,Francesca,Azuma,Staff,1996-06-08,9999-01-01,1965-01-26
228098,IEEE,Kroll,Engineer,1997-05-10,9999-01-01,1965-01-18
228554,Bilhanan,Brendel,Senior Staff,1990-12-23,9999-01-01,1965-01-03
228248,Yuriy,Plump,Senior Staff,1995-09-09,9999-01-01,1965-01-09
228248,Yuriy,Plump,Staff,1988-09-08,9999-01-01,1965-01-09
229098,Berry,Yurek,Senior Staff,1995-08-16,9999-01-01,1965-01-08
228766,Nahla,Smailagic,Engineer,1991-11-22,9999-01-01,1965-01-11
228766,Nahla,Smailagic,Senior Engineer,1996-11-21,9999-01-01,1965-01-11
229248,Harjit,Terekhov,Staff,1995-10-19,9999-01-01,1965-01-27
229220,Fabrizio,Lichtman,Engineer,1987-02-09,9999-01-01,1965-01-21
229220,Fabrizio,Lichtman,Senior Engineer,1992-02-09,9999-01-01,1965-01-21
229386,Pohua,Tasistro,Technique Leader,1989-06-02,9999-01-01,1965-01-03
229391,Paloma,Henseler,Engineer,1991-06-11,9999-01-01,1965-01-15
229391,Paloma,Henseler,Senior Engineer,1997-06-10,9999-01-01,1965-01-15
229404,Gilbert,Kilgour,Staff,1996-04-05,9999-01-01,1965-01-11
229547,Moni,Schach,Senior Staff,1991-07-04,9999-01-01,1965-01-03
229547,Moni,Schach,Staff,1986-07-04,9999-01-01,1965-01-03
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01,1965-01-31
229727,Ewing,Millington,Engineer,1999-09-28,9999-01-01,1965-01-23
229981,Jamaludin,Fordan,Engineer,1992-02-06,9999-01-01,1965-01-19
229981,Jamaludin,Fordan,Senior Engineer,2001-02-05,9999-01-01,1965-01-19
230002,Tadahiro,Backhouse,Engineer,1991-10-02,9999-01-01,1965-01-07
230002,Tadahiro,Backhouse,Senior Engineer,1999-10-02,9999-01-01,1965-01-07
230126,Bezalel,Radivojevic,Staff,1988-07-02,9999-01-01,1965-01-31
230498,Kolar,Puppo,Engineer,1990-04-25,9999-01-01,1965-01-15
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,9999-01-01,1965-01-14
230354,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01,1965-01-31
230354,Yinghua,Lorho,Staff,1991-08-09,9999-01-01,1965-01-31
230498,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01,1965-01-15
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01,1965-01-14
230579,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01,1965-01-17
230579,Shahar,Negoita,Staff,1994-03-19,9999-01-01,1965-01-17
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01,1965-01-22
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01,1965-01-02
